"","CAMPUS","CDB00A001219R","CDB00A001019D","CDH00A001219R","CDH00A001019D","CDW00A001219R","CDW00A001019D"
"720",15915108,30,-3,39,588,55,56
"721",15915109,29,72,42,506,67,122
"722",15915111,32,-3,40,519,56,52
"723",15915112,30,53,39,495,53,47
"724",15915113,50,38,46,432,44,25
"725",15915114,31,13,39,540,22,27
"726",15915115,26,68,35,308,38,107
"727",15915116,29,24,30,743,29,45
"728",15915117,39,56,26,463,27,48
"729",15915118,11,85,26,574,37,95
"730",15915119,33,63,39,600,38,112
"731",15915122,33,18,32,581,34,35
"732",15915123,58,43,35,483,41,49
"733",15915124,13,16,31,721,77,31
"734",15915125,26,38,36,453,41,78
"735",15915128,27,64,31,747,40,63
"736",15915130,44,90,44,844,58,140
"737",15915131,46,48,48,483,51,84
"738",15915132,29,21,38,517,62,165
"739",15915134,47,15,47,419,59,180
"740",15915135,30,40,32,632,48,44
"741",15915136,38,21,41,512,61,88
"742",15915138,33,18,44,642,64,75
"743",15915141,42,50,47,765,57,201
"744",15915143,43,30,52,460,70,167
"745",15915144,26,78,43,459,62,182
"746",15915145,50,22,38,429,60,108
"747",15915148,34,-3,43,627,55,174
"748",15915149,34,35,44,435,53,186
"749",15915150,47,36,45,575,70,118
"750",15915151,66,32,58,488,64,126
"751",15915152,68,22,65,299,82,259
"752",15915156,40,117,36,669,56,117
"753",15915157,67,-3,44,445,53,116
"754",15915158,32,88,31,469,51,49
"755",15915160,48,44,37,632,29,35
"756",15915161,34,-3,52,271,72,213
"757",15915162,29,89,29,723,43,84
"758",15915165,42,31,53,498,71,181
"759",15915166,29,17,67,449,63,67
"760",15915167,56,61,61,609,63,164
"761",15915168,41,54,48,589,58,151
"762",15915169,42,69,33,371,56,111
"763",15915170,59,37,48,410,59,140
"764",15915171,41,22,40,576,52,71
"765",15915177,22,50,34,403,45,120
"766",15915178,77,-3,62,393,67,357
"767",15915179,58,106,52,769,60,221
"768",15915180,67,18,67,446,74,332
"769",15915181,52,31,59,231,81,331
"770",15915182,26,91,37,545,45,232
"771",15915183,30,44,49,794,60,186
"772",15915184,39,49,38,745,42,100
"773",15915185,33,82,36,446,41,79
"774",15915186,50,22,58,553,68,305
"775",15915187,47,79,54,349,67,90
"776",15915188,40,120,46,715,58,306
"777",15915189,19,26,26,798,0,-3
"778",15915191,57,14,55,597,73,295
"779",15915192,36,90,39,570,49,157
"780",15915193,71,68,52,567,60,166
"781",15915195,52,146,54,555,66,331
"782",15915198,55,55,50,388,73,127
"783",15915223,30,61,54,581,67,261
"784",15915224,33,40,37,407,54,94
"785",15915225,43,75,50,443,57,236
"786",15915226,45,74,49,616,69,224
"787",15915227,50,113,46,449,55,333
"788",15915228,49,83,58,634,69,231
"789",15915230,87,15,70,160,82,204
"790",15915234,48,40,51,403,72,173
"791",15915236,88,8,63,369,77,351
"792",15915250,,,,,,
"793",15915667,,,,,,
"794",15916001,41,847,46,1914,55,421
"795",15916003,0,15,38,21,67,6
"796",15916005,,,,,,
"797",15916006,,,,,,
"798",15916008,42,907,52,1716,55,259
"799",15916009,95,92,92,300,98,87
"800",15916010,50,333,53,1011,62,424
"801",15916041,17,405,27,1285,28,150
"802",15916042,44,487,45,2139,58,891
"803",15916043,38,623,36,1198,46,232
"804",15916044,22,759,28,1557,45,213
"805",15916045,32,852,43,1942,53,532
"806",15916101,21,131,24,337,40,144
"807",15916102,33,141,34,630,50,80
"808",15916103,40,40,34,293,49,69
"809",15916104,45,40,41,325,64,66
"810",15916105,23,129,30,322,49,45
"811",15916106,62,45,68,434,73,121
"812",15916107,36,272,40,336,52,90
"813",15916109,27,74,50,213,54,158
"814",15916110,24,155,39,540,47,78
"815",15916111,30,87,52,429,63,124
"816",15916112,13,131,28,530,40,55
"817",15916113,30,189,48,313,56,70
"818",15916114,31,229,35,444,35,65
"819",15916115,31,134,37,656,46,50
"820",15916116,40,170,46,396,55,169
"821",15916117,28,127,39,232,56,55
"822",15916118,49,103,55,475,60,219
"823",15916119,45,256,46,376,63,88
"824",15916123,35,164,39,321,49,59
"825",15916124,68,47,60,178,84,74
"826",15917001,30,20,37,2308,53,147
"827",15917002,,,,,,
"828",15917041,14,14,28,2537,30,178
"829",15917102,20,-3,25,730,50,48
"830",15917103,63,8,24,760,48,42
"831",15917104,-1,-1,26,684,33,-3
"832",15917105,-1,-1,30,836,27,71
"833",15917106,28,32,23,832,64,-3
"834",15917107,,,,,,
"835",16901001,,,34,97,73,181
"836",16901041,,,51,129,61,335
"837",16901101,,,38,-3,56,253
"838",16902001,50,-3,45,200,73,319
"839",16902041,14,7,40,337,63,411
"840",16902101,-1,-1,42,249,64,283
"841",17901001,-1,-1,41,56,70,311
"842",18901001,56,9,37,146,64,221
"843",18901041,10,-3,36,205,58,350
"844",18901101,38,8,28,227,49,298
"845",18902001,30,10,32,166,41,281
"846",18902101,55,11,27,108,56,187
"847",18903001,,,36,108,48,46
"848",18904001,50,8,42,79,65,207
"849",18904041,20,15,35,115,45,265
"850",18904101,-1,-1,47,98,51,210
"851",18905003,-1,-1,33,189,37,132
"852",18906001,,,35,54,43,185
"853",18907001,,,32,-3,27,308
"854",18908001,-1,-1,27,74,35,156
"855",19901001,23,62,31,39,56,193
"856",19901041,17,123,19,118,43,454
"857",19901102,10,48,29,34,38,134
"858",19902002,25,67,58,36,65,299
"859",19902041,35,94,47,90,50,465
"860",19902102,50,24,41,17,59,221
"861",19903001,39,44,37,43,46,627
"862",19905001,26,136,54,28,49,328
"863",19905041,23,202,43,70,41,416
"864",19905101,25,141,32,47,43,407
"865",19905103,,,,,,
"866",19906001,33,15,82,11,70,405
"867",19906041,47,19,41,27,64,534
"868",19906101,-1,-1,,,47,136
"869",19906102,8,25,14,22,47,631
"870",19907002,33,984,49,367,70,834
"871",19907003,7,69,8,13,12,41
"872",19907042,23,1819,44,696,62,1469
"873",19907105,25,124,30,174,50,34
"874",19907107,,,,,,
"875",19907108,29,694,48,48,67,46
"876",19907109,27,180,38,248,59,303
"877",19907111,23,243,35,20,38,93
"878",19907113,32,311,61,-3,60,242
"879",19907115,,,,,,
"880",19907116,76,42,77,31,90,389
"881",19907117,19,83,81,16,43,184
"882",19908001,27,620,35,52,54,306
"883",19908041,24,1008,41,112,40,593
"884",19908102,,,,,,
"885",19908103,16,367,17,59,34,259
"886",19909001,,,47,15,44,280
"887",19909041,,,-1,-1,40,281
"888",19909101,-1,-1,55,11,50,248
"889",19910101,,,78,9,69,154
"890",19911041,,,54,26,77,517
"891",19911101,-1,-1,63,16,75,300
"892",19912001,34,154,60,67,68,586
"893",19912041,32,202,48,98,61,1120
"894",19912102,,,,,,
"895",19912200,46,237,65,84,73,783
"896",19913101,,,24,42,23,64
"897",19914101,-1,-1,29,14,33,134
"898",20901001,43,136,43,2244,61,1317
"899",20901002,61,852,47,1072,59,506
"900",20901004,,,,,,
"901",20901005,40,10,33,80,36,81
"902",20901006,54,1516,57,933,70,394
"903",20901041,34,61,37,1399,51,1007
"904",20901042,39,889,42,990,61,167
"905",20901043,20,61,31,1446,35,629
"906",20901045,43,914,56,333,69,387
"907",20901046,33,60,30,1116,47,839
"908",20901047,30,754,32,1093,54,632
"909",20901048,47,1002,48,609,72,439
"910",20901101,27,48,30,626,44,471
"911",20901102,,,,,,
"912",20901103,25,12,37,722,48,219
"913",20901104,9,43,34,404,46,395
"914",20901105,12,73,37,467,51,349
"915",20901106,,,,,,
"916",20901107,54,35,46,704,63,504
"917",20901108,50,22,38,515,49,346
"918",20901109,63,-3,48,579,55,260
"919",20901110,44,245,45,666,66,65
"920",20901111,49,380,57,162,80,162
"921",20901112,59,368,72,254,79,176
"922",20901113,50,428,37,465,45,103
"923",20901114,60,329,63,239,76,139
"924",20901115,47,260,56,162,69,140
"925",20901116,42,324,42,358,54,244
"926",20901117,48,354,52,164,78,227
"927",20901118,39,283,50,156,66,90
"928",20902001,46,292,50,1394,62,801
"929",20902002,,,,,,
"930",20902003,,,,,,
"931",20902004,,,,,,
"932",20902044,29,443,36,2221,49,1539
"933",20902102,28,75,37,179,43,281
"934",20902103,35,37,30,199,41,208
"935",20902104,24,158,44,816,48,305
"936",20902108,38,52,45,160,54,219
"937",20902109,51,59,59,210,70,341
"938",20902110,27,45,49,131,58,223
"939",20904001,-1,-1,57,46,53,310
"940",20904002,,,,,,
"941",20904041,-1,-1,44,115,54,402
"942",20904101,-1,-1,50,92,50,341
"943",20905001,34,196,38,1102,51,247
"944",20905002,33,218,42,1963,68,1358
"945",20905004,,,,,,
"946",20905005,,,,,,
"947",20905006,20,20,9,192,43,28
"948",20905041,29,222,30,1825,44,456
"949",20905042,32,134,40,1239,47,263
"950",20905043,27,173,41,1113,60,1437
"951",20905101,11,9,39,204,40,155
"952",20905102,40,10,52,249,63,297
"953",20905104,,,,,,
"954",20905107,36,14,42,212,54,189
"955",20905108,50,30,40,282,42,83
"956",20905109,28,58,59,199,63,173
"957",20905110,36,85,41,690,39,138
"958",20905111,47,19,59,164,76,279
"959",20905113,39,23,48,229,66,148
"960",20905114,12,17,47,314,55,62
"961",20905115,34,109,42,890,56,901
"962",20905116,23,106,42,731,42,132
"963",20906002,36,92,56,151,56,421
"964",20906041,33,160,42,346,50,698
"965",20906104,24,108,30,263,38,599
"966",20907001,23,154,39,327,51,706
"967",20907005,,,,,,
"968",20907042,27,177,29,493,38,847
"969",20907102,15,103,28,317,49,683
"970",20907106,17,23,32,134,35,277
"971",20907107,21,68,30,227,38,399
"972",20908001,66,547,61,1592,77,1511
"973",20908002,,,,,,
"974",20908004,6,16,26,47,33,27
"975",20908007,63,822,67,730,87,881
"976",20908009,73,163,71,708,78,521
"977",20908041,56,287,62,873,71,1185
"978",20908042,53,406,47,1191,82,811
"979",20908043,57,490,56,1160,75,1015
"980",20908044,63,528,68,651,82,1226
"981",20908101,57,81,42,412,60,169
"982",20908102,37,101,51,247,64,252
"983",20908103,77,43,61,187,74,447
"984",20908104,32,165,38,368,59,148
"985",20908105,60,401,61,916,76,624
"986",20908106,44,161,49,168,60,177
"987",20908107,69,49,59,211,70,311
"988",20908108,69,248,50,828,83,653
"989",20908109,53,94,55,119,71,290
"990",20908110,69,78,62,66,79,308
"991",20908111,60,349,65,436,80,715
"992",20908112,36,132,50,244,74,235
"993",20908113,59,79,58,264,74,213
"994",20908114,51,78,57,427,70,320
"995",20908115,62,204,68,690,75,953
"996",20910001,,,17,-3,-1,-1
"997",20910101,-1,-1,20,107,29,80
"998",21803001,19,21,31,131,,
"999",21803102,11,98,28,79,-1,-1
"1000",21805041,29,69,26,-3,,
"1001",21805101,52,259,31,16,50,8
"1002",21805102,30,128,19,95,25,12
"1003",21805105,54,103,67,33,-1,-1
"1004",21901001,42,373,54,569,83,1004
"1005",21901003,48,340,70,532,87,1377
"1006",21901004,80,-3,72,25,73,92
"1007",21901015,,,,,,
"1008",21901041,32,307,51,449,67,1117
"1009",21901042,21,323,38,661,75,1139
"1010",21901043,21,249,43,398,68,1251
"1011",21901101,20,106,34,195,64,204
"1012",21901102,15,120,28,214,53,250
"1013",21901104,20,74,36,182,55,185
"1014",21901105,25,92,44,70,70,247
"1015",21901107,18,22,52,25,74,317
"1016",21901108,14,58,56,78,73,354
"1017",21901109,18,99,36,104,53,284
"1018",21901110,35,43,49,114,63,516
"1019",21901111,19,31,34,119,52,360
"1020",21901201,26,247,37,494,73,781
"1021",21901202,34,204,53,325,66,809
"1022",21901203,32,219,49,306,73,1149
"1023",21902001,28,731,34,1969,75,690
"1024",21902002,25,614,35,1474,52,425
"1025",21902003,86,36,77,422,92,92
"1026",21902012,,,,,,
"1027",21902014,,,,,,
"1028",21902015,,,,,,
"1029",21902017,0,101,9,147,6,-3
"1030",21902041,18,666,31,2320,56,886
"1031",21902045,20,456,35,2249,56,324
"1032",21902046,21,589,39,1332,67,626
"1033",21902047,21,606,32,2158,60,716
"1034",21902101,25,104,47,277,43,47
"1035",21902103,30,61,42,371,35,81
"1036",21902105,28,76,38,124,19,37
"1037",21902106,39,66,42,278,30,27
"1038",21902107,15,26,34,434,58,38
"1039",21902108,28,32,40,167,63,158
"1040",21902110,15,133,34,175,65,115
"1041",21902112,54,24,56,61,56,294
"1042",21902113,37,59,44,313,49,35
"1043",21902114,19,121,30,200,42,77
"1044",21902115,31,39,38,418,22,-3
"1045",21902117,17,46,40,90,64,130
"1046",21902118,30,80,49,267,39,18
"1047",21902119,23,101,24,108,56,113
"1048",22004001,,,22,138,56,-3
"1049",22901001,-1,-1,68,286,80,125
"1050",22901041,-1,-1,39,586,65,260
"1051",22901101,-1,-1,40,208,40,111
"1052",22902001,,,50,46,76,-3
"1053",22903101,,,75,-3,54,13
"1054",23902001,-1,-1,50,133,54,171
"1055",24901001,,,41,657,-1,-1
"1056",24901041,,,26,947,77,13
"1057",24901101,,,33,850,-1,-1
"1058",24901103,,,,,,
"1059",25901001,50,-3,58,113,54,262
"1060",25901041,0,8,39,236,54,435
"1061",25901101,33,-3,31,51,44,169
"1062",25902001,18,66,35,641,55,716
"1063",25902003,,,-1,-1,-1,-1
"1064",25902041,25,64,31,752,49,795
"1065",25902101,21,112,38,839,44,1027
"1066",25902106,50,12,30,74,53,76
"1067",25902107,-1,-1,40,84,46,108
"1068",25902109,-1,-1,13,-3,40,68
"1069",25904001,,,39,84,36,195
"1070",25905001,-1,-1,42,71,61,176
"1071",25905101,25,-3,24,37,35,136
"1072",25906001,-1,-1,58,62,49,257
"1073",25908001,-1,-1,47,-3,50,163
"1074",25908003,,,,,,
"1075",25909001,42,12,50,114,69,318
"1076",25909041,63,-3,46,199,53,516
"1077",25909101,0,-3,28,190,48,510
"1078",25909102,,,,,,
"1079",26901001,59,44,60,253,71,322
"1080",26901041,21,80,40,354,56,438
"1081",26901042,8,73,26,363,43,501
"1082",26901101,7,30,39,88,51,104
"1083",26902001,29,147,19,151,37,124
"1084",26902101,16,74,23,133,38,141
"1085",26903002,20,133,25,157,41,198
"1086",26903101,31,67,43,86,59,107
"1087",27903001,14,28,39,442,57,709
"1088",27903003,,,13,8,18,40
"1089",27903041,15,27,29,715,37,1495
"1090",27903101,,,,,,
"1091",27903102,38,-3,37,197,47,237
"1092",27903104,10,10,29,385,47,916
"1093",27904001,44,27,35,1038,60,787
"1094",27904002,,,11,18,28,29
"1095",27904041,20,56,28,1234,46,1363
"1096",27904101,33,12,26,229,55,408
"1097",27904102,100,6,37,331,54,401
"1098",27904103,29,7,26,475,40,177
"1099",27904104,,,40,60,63,194
"1100",28902001,31,105,33,2123,51,419
"1101",28902038,33,6,22,68,33,12
"1102",28902045,33,128,30,3164,49,787
"1103",28902101,40,5,30,387,47,213
"1104",28902102,,,,,,
"1105",28902103,7,-3,28,508,42,205
"1106",28902104,11,-3,37,607,57,84
"1107",28902105,11,19,23,612,45,127
"1108",28902106,18,11,25,609,17,18
"1109",28903001,20,40,38,416,61,143
"1110",28903041,14,49,22,627,35,188
"1111",28903101,17,58,21,573,45,165
"1112",28903104,,,,,,
"1113",28906001,10,21,21,217,20,94
"1114",29901001,46,28,51,1061,66,334
"1115",29901003,,,31,29,38,8
"1116",29901043,30,-3,30,1400,50,453
"1117",29901101,79,14,68,468,82,166
"1118",29901102,43,23,52,737,66,256
"1119",29901105,-1,-1,45,51,68,-3
"1120",29901107,60,5,29,224,57,253
"1121",30901001,,,40,-3,51,255
"1122",30901101,,,54,26,40,235
"1123",30902001,40,5,31,62,50,539
"1124",30902041,40,15,38,181,49,769
"1125",30902101,,,,,,
"1126",30902103,46,13,33,121,45,683
"1127",30903001,,,52,25,48,93
"1128",30903041,,,43,28,48,113
"1129",30903101,,,21,-3,47,94
"1130",30906001,,,69,16,73,120
"1131",30906041,,,64,28,67,173
"1132",30906101,-1,-1,38,40,47,235
"1133",31901001,-1,-1,63,3134,64,33
"1134",31901002,-1,-1,49,2829,58,-3
"1135",31901003,-1,-1,60,2641,31,13
"1136",31901004,-1,-1,49,3359,56,68
"1137",31901006,,,31,142,,
"1138",31901007,,,58,-3,-1,-1
"1139",31901008,80,5,89,409,-1,-1
"1140",31901009,91,11,71,2287,82,11
"1141",31901034,,,,,,
"1142",31901043,,,47,2947,25,12
"1143",31901044,,,41,-3,-1,-1
"1144",31901045,-1,-1,44,2790,80,-3
"1145",31901046,,,41,1905,9,11
"1146",31901047,,,49,2140,73,26
"1147",31901048,-1,-1,40,-3,,
"1148",31901051,,,38,2314,71,14
"1149",31901053,,,43,3028,29,93
"1150",31901054,67,6,55,3141,69,42
"1151",31901055,,,52,2649,78,18
"1152",31901056,,,6,257,,
"1153",31901101,,,38,587,,
"1154",31901102,,,43,-3,-1,-1
"1155",31901103,,,56,375,,
"1156",31901104,-1,-1,57,456,100,-3
"1157",31901105,,,41,540,,
"1158",31901106,,,52,583,87,15
"1159",31901108,,,74,385,100,6
"1160",31901109,,,46,294,,
"1161",31901110,,,47,728,0,6
"1162",31901111,,,62,487,60,10
"1163",31901112,,,44,525,,
"1164",31901113,,,48,324,,
"1165",31901115,,,52,634,,
"1166",31901117,,,35,523,40,-3
"1167",31901120,,,41,321,,
"1168",31901121,,,55,-3,,
"1169",31901122,,,47,465,,
"1170",31901123,-1,-1,57,893,100,8
"1171",31901124,,,48,464,,
"1172",31901126,,,46,868,,
"1173",31901127,,,18,92,,
"1174",31901128,,,56,663,67,-3
"1175",31901129,,,47,634,40,5
"1176",31901130,,,64,886,,
"1177",31901131,,,61,-3,-1,-1
"1178",31901132,,,62,665,81,27
"1179",31901133,,,46,725,,
"1180",31901134,-1,-1,62,835,0,5
"1181",31901135,-1,-1,58,770,-1,-1
"1182",31901136,,,53,844,,
"1183",31901137,89,9,72,1039,57,7
"1184",31901138,,,57,649,,
"1185",31901139,,,75,740,100,14
"1186",31901140,,,59,-3,-1,-1
"1187",31901141,,,56,674,50,-3
"1188",31901142,100,6,69,790,70,10
"1189",31901143,,,57,-3,-1,-1
"1190",31901144,-1,-1,61,-3,,
"1191",31903001,67,12,45,1832,72,67
"1192",31903002,57,-3,50,1382,86,70
"1193",31903003,-1,-1,20,148,20,5
"1194",31903004,,,,,,
"1195",31903005,-1,-1,90,396,95,20
"1196",31903007,50,-3,60,2814,78,180
"1197",31903008,100,10,83,505,79,77
"1198",31903041,42,12,48,1982,55,106
"1199",31903042,39,23,42,2123,60,166
"1200",31903043,50,6,41,1643,36,91
"1201",31903044,38,-3,46,2226,62,155
"1202",31903045,-1,-1,45,2165,67,208
"1203",31903102,,,50,376,39,-3
"1204",31903103,-1,-1,39,762,59,-3
"1205",31903104,-1,-1,51,410,25,8
"1206",31903105,,,47,487,,
"1207",31903106,45,11,66,384,73,15
"1208",31903107,,,49,477,41,17
"1209",31903108,,,49,-3,-1,-1
"1210",31903109,,,31,714,45,-3
"1211",31903110,,,51,447,,
"1212",31903111,40,5,52,879,68,113
"1213",31903112,,,33,-3,-1,-1
"1214",31903114,,,62,356,60,5
"1215",31903116,,,44,610,40,30
"1216",31903117,43,14,48,918,61,56
"1217",31903118,,,,,,
"1218",31903120,-1,-1,46,711,73,44
"1219",31903122,17,-3,50,763,78,68
"1220",31903123,81,16,61,790,59,39
"1221",31903204,-1,-1,,,,
"1222",31905001,-1,-1,53,1352,43,37
"1223",31905002,,,9,76,,
"1224",31905041,-1,-1,40,1716,35,20
"1225",31905101,,,42,-3,,
"1226",31905103,40,5,39,373,50,22
"1227",31905105,,,45,1148,31,-3
"1228",31905106,,,38,351,,
"1229",31906001,100,5,70,4064,81,117
"1230",31906003,,,,,,
"1231",31906005,,,,,,
"1232",31906041,83,6,58,2144,75,107
"1233",31906042,-1,-1,52,2091,63,52
"1234",31906101,,,53,655,63,54
"1235",31906102,,,59,474,-1,-1
"1236",31906103,-1,-1,50,-3,,
"1237",31906104,-1,-1,53,651,83,-3
"1238",31906105,100,6,58,2272,54,56
"1239",31906106,,,59,623,74,35
"1240",31906107,,,60,728,55,11
"1241",31906108,-1,-1,75,764,100,6
"1242",31906109,50,6,70,826,87,31
"1243",31906110,,,61,628,33,6
"1244",31909001,,,40,965,59,74
"1245",31909003,,,,,,
"1246",31909041,-1,-1,35,1240,56,90
"1247",31909101,,,46,612,65,-3
"1248",31909102,,,35,617,60,35
"1249",31911001,-1,-1,47,828,40,15
"1250",31911002,,,,,,
"1251",31911041,20,5,38,1501,43,61
"1252",31911102,,,,,,
"1253",31911103,,,36,594,29,17
"1254",31912001,-1,-1,39,2165,44,9
"1255",31912003,,,,,,
"1256",31912004,,,,,,
"1257",31912005,,,,,,
"1258",31912007,-1,-1,55,2142,30,10
"1259",31912008,,,,,,
"1260",31912009,,,10,101,,
"1261",31912041,50,10,40,2336,33,21
"1262",31912042,-1,-1,30,2354,33,6
"1263",31912043,,,36,1740,29,-3
"1264",31912101,,,37,599,-1,-1
"1265",31912103,,,63,815,-1,-1
"1266",31912104,,,58,436,55,11
"1267",31912108,,,43,381,0,5
"1268",31912109,,,15,-3,-1,-1
"1269",31912110,,,44,441,,
"1270",31912112,,,46,-3,-1,-1
"1271",31912114,-1,-1,46,-3,,
"1272",31912115,,,55,-3,-1,-1
"1273",31912116,,,48,-3,-1,-1
"1274",31912117,,,31,-3,-1,-1
"1275",31912201,,,,,,
"1276",31913001,,,26,-3,-1,-1
"1277",31913007,,,4,-3,-1,-1
"1278",31913041,,,32,242,-1,-1
"1279",31913042,,,33,176,,
"1280",31913101,,,28,211,,
"1281",31914001,-1,-1,46,458,22,-3
"1282",31914002,,,,,,
"1283",31914003,,,,,,
"1284",31914041,,,32,690,50,8
"1285",31914101,,,45,605,,
"1286",31916001,-1,-1,72,569,56,18
"1287",31916003,,,74,762,75,32
"1288",31916004,82,11,82,518,89,28
"1289",31916005,100,6,86,516,93,58
"1290",31916041,78,32,83,1504,90,127
"1291",31916042,100,-3,83,1585,87,144
"1292",32902002,63,142,74,311,77,338
"1293",32902041,43,196,54,520,58,484
"1294",32902103,43,155,50,350,60,289
"1295",32902104,,,,,,
"1296",32902105,65,142,69,370,79,371
"1297",33901001,-1,-1,72,-3,62,200
"1298",33902001,-1,-1,84,19,77,229
"1299",33902041,-1,-1,58,59,64,385
"1300",33902101,,,46,41,59,372
"1301",33904001,,,38,50,48,241
"1302",33904102,,,57,30,50,240
"1303",34901001,29,226,57,63,61,350
"1304",34901042,31,357,45,85,57,503
"1305",34901106,40,278,59,88,64,447
"1306",34901107,,,,,,
"1307",34902001,21,-3,44,18,48,169
"1308",34903001,50,40,63,52,76,325
"1309",34903041,28,87,28,98,50,603
"1310",34903101,27,75,54,80,48,544
"1311",34905002,30,44,77,13,71,194
"1312",34905041,9,68,21,24,31,294
"1313",34905102,13,82,28,50,48,219
"1314",34906001,50,-3,-1,-1,52,168
"1315",34906041,-1,-1,,,54,270
"1316",34906101,-1,-1,0,10,36,168
"1317",34907001,31,72,32,19,63,352
"1318",34907041,29,124,52,29,48,701
"1319",34907101,15,52,0,-3,49,236
"1320",34909001,71,7,63,16,36,284
"1321",34909101,0,6,60,5,34,126
"1322",35901001,30,10,46,462,77,60
"1323",35901041,14,21,25,626,43,46
"1324",35901102,35,20,35,625,58,67
"1325",35902001,-1,-1,41,349,83,18
"1326",35903001,40,-3,46,41,80,328
"1327",36901001,32,85,55,176,66,206
"1328",36901006,,,,,,
"1329",36901041,40,81,59,326,61,419
"1330",36901101,27,82,34,280,52,352
"1331",36902001,74,69,78,516,81,1496
"1332",36902005,,,,,,
"1333",36902006,,,,,,
"1334",36902042,56,91,61,443,70,1224
"1335",36902043,66,50,68,608,75,1383
"1336",36902102,,,,,,
"1337",36902104,55,47,62,314,73,1133
"1338",36902105,62,29,63,498,76,1275
"1339",36902301,,,,,,
"1340",36903001,33,55,57,233,67,281
"1341",36903041,34,83,32,439,47,430
"1342",36903101,33,69,49,381,63,389
"1343",36903103,,,,,,
"1344",37901001,40,85,47,85,73,96
"1345",37901041,21,112,38,177,59,282
"1346",37901101,23,52,29,83,42,83
"1347",37904002,34,352,45,1035,63,437
"1348",37904004,,,,,,
"1349",37904042,24,421,32,1272,46,645
"1350",37904043,21,285,29,994,43,444
"1351",37904102,19,64,32,188,55,202
"1352",37904103,35,94,40,275,57,107
"1353",37904104,25,53,37,226,36,103
"1354",37904105,17,53,52,215,42,114
"1355",37907002,33,162,51,142,68,532
"1356",37907041,30,158,41,251,50,798
"1357",37907100,43,102,39,203,44,612
"1358",37907102,27,44,24,38,52,192
"1359",37907103,,,,,,
"1360",37908001,19,31,36,743,33,105
"1361",37909001,13,16,39,31,46,189
"1362",37909101,24,17,50,24,50,174
"1363",38901001,25,24,52,190,67,206
"1364",38901041,19,21,45,233,56,434
"1365",38901102,29,28,46,264,64,335
"1366",39902001,,,39,41,59,351
"1367",39902041,,,24,54,62,470
"1368",39902101,,,36,45,53,476
"1369",39903001,,,28,46,42,358
"1370",39903101,-1,-1,33,39,42,263
"1371",39904001,-1,-1,65,17,55,185
"1372",39905001,,,47,34,43,223
"1373",40901001,,,18,557,20,60
"1374",40901002,,,0,8,,
"1375",40902001,38,8,36,323,59,196
"1376",41901001,,,43,115,55,203
"1377",41902001,-1,-1,51,76,58,142
"1378",41902002,,,,,,
"1379",41902005,,,,,,
"1380",41902101,0,-3,21,98,57,104
"1381",41902102,,,,,,
"1382",41902180,,,-1,-1,,
"1383",41902195,,,,,,
"1384",42901001,20,-3,55,102,72,234
"1385",42901041,-1,-1,24,178,37,412
"1386",42901102,25,8,32,78,35,198
